((4, 1988), 223)
((4, 1987), 263)
((4, 1986), 266)
((4, 1985), 142)
((4, 1984), 313)
((4, 1983), 239)
((4, 1982), 252)
((4, 1981), 253)
((4, 1980), 265)
((4, 1979), 228)
((4, 1978), 245)
((4, 1977), 241)
((4, 1976), 301)
((4, 1975), 274)
((4, 1974), 349)
((4, 1973), 246)
((4, 1972), 262)
((4, 1971), 251)
((4, 1970), 151)
((4, 1969), 300)
((4, 1968), 326)
((4, 1967), 288)
((4, 1966), 311)
((4, 1965), 310)
((4, 1964), 269)
((4, 1963), 286)
((4, 1962), 274)
((4, 1961), 247)
((4, 1960), 100)
((4, 1959), 116)
((4, 1958), 81)
((4, 1957), 108)
((4, 1956), 88)
((4, 1955), 83)
((4, 1954), 68)
((4, 1953), 106)
((4, 1952), 108)
((4, 1951), 89)
((4, 1950), 37)
((3, 2014), 170)
((3, 2013), 9)
((3, 2012), 173)
((3, 2011), 105)
((3, 2010), 68)
((3, 2009), 51)
((3, 2008), 75)
((3, 2007), 203)
((3, 2006), 5)
((3, 2005), 132)
((3, 2004), 139)
((3, 2003), 143)
((3, 2002), 161)
((3, 2001), 1)
((3, 2000), 158)
((3, 1999), 153)
((3, 1998), 146)
((3, 1997), 158)
((3, 1996), 3)
((3, 1995), 65)
((3, 1994), 92)
((3, 1993), 108)
((3, 1992), 79)
((3, 1991), 167)
((3, 1990), 197)
((3, 1989), 139)
((3, 1988), 10)
((3, 1987), 36)
((3, 1986), 19)
((3, 1984), 3)
((3, 1983), 18)
((3, 1982), 204)
((3, 1981), 129)
((3, 1980), 4)
((3, 1979), 14)
((3, 1978), 108)
((3, 1977), 115)
((3, 1976), 57)
((3, 1975), 37)
((3, 1974), 234)
((3, 1973), 281)
((3, 1972), 188)
((3, 1971), 18)
((3, 1970), 1)
((3, 1968), 207)
((3, 1967), 171)
((3, 1966), 47)
((3, 1965), 187)
((3, 1964), 50)
((3, 1963), 1)
((3, 1962), 2)
((3, 1961), 201)
((3, 1960), 20)
((3, 1959), 66)
((3, 1958), 4)
((3, 1957), 72)
((3, 1956), 67)
((3, 1955), 1)
((3, 1954), 36)
((3, 1953), 79)
((3, 1952), 2)
((3, 1950), 27)
((2, 2014), 16)
((2, 2013), 6)
((2, 2012), 62)
((2, 2008), 27)
((2, 2004), 5)
((2, 2003), 3)
((2, 2002), 32)
((2, 2001), 11)
((2, 2000), 5)
((2, 1998), 62)
((2, 1997), 2)
((2, 1995), 2)
((2, 1993), 20)
((2, 1992), 8)
((2, 1991), 1)
((2, 1990), 155)
((2, 1989), 46)
((2, 1976), 29)
((2, 1975), 19)
((2, 1974), 10)
((2, 1973), 6)
((2, 1971), 1)
((2, 1964), 1)
((2, 1962), 2)
((2, 1961), 59)
((2, 1960), 2)
((2, 1959), 21)
((2, 1958), 1)
((2, 1957), 2)
((2, 1956), 2)
((2, 1955), 3)
((2, 1954), 1)
((2, 1953), 8)
((2, 1952), 1)
((2, 1951), 1)
((1, 2007), 53)
((1, 2005), 37)
((1, 1998), 4)
((1, 1993), 6)
((1, 1992), 28)
((1, 1991), 1)
((1, 1990), 3)
((1, 1989), 29)
((1, 1988), 2)
((1, 1984), 2)
((1, 1983), 36)
((1, 1979), 1)
((1, 1975), 18)
((1, 1973), 24)
((1, 1972), 1)
((1, 1971), 23)
((1, 1970), 1)
((1, 1968), 2)
((1, 1960), 1)
((1, 1959), 3)
((1, 1958), 1)
((1, 1957), 2)
((1, 1956), 3)
((1, 1955), 3)
((1, 1954), 4)
